"","var_name","var_desc","var_type","class"
"442","cv013_4_13","Spouse ID of hhmember-13",0,"numeric"
"443","cv013_4_14","Spouse ID of hhmember-14",0,"numeric"
"444","cv013_4_15","Spouse ID of hhmember-15",0,"numeric"
"445","cv013_4_16","Spouse ID of hhmember-16",0,"numeric"
"446","cv013_4_17","Spouse ID of hhmember-17",0,"numeric"
"447","cv013_4_18","Spouse ID of hhmember-18",0,"numeric"
"448","cv013_4_19","Spouse ID of hhmember-19",0,"numeric"
"449","cv013_4_20","Spouse ID of hhmember-20",0,"numeric"
"450","cv013_4_21","Spouse ID of hhmember-21",0,"numeric"
"451","cv013_4_22","Spouse ID of hhmember-22",0,"numeric"
"452","cv013_4_23","Spouse ID of hhmember-23",0,"numeric"
"453","cv013_4_24","Spouse ID of hhmember-24",0,"numeric"
"454","cv013_4_25","Spouse ID of hhmember-25",0,"numeric"
"455","cv013_4_26","Spouse ID of hhmember-26",0,"numeric"
"456","cv013_4_27","Spouse ID of hhmember-27",0,"numeric"
"457","cv013_4_28","Spouse ID of hhmember-28",0,"numeric"
"458","cv013_4_29","Spouse ID of hhmember-29",0,"numeric"
"459","cv013_4_30","Spouse ID of hhmember-30",0,"numeric"
"460","cv013_4_31","Spouse ID of hhmember-31",0,"numeric"
"461","cv013_4_32","Spouse ID of hhmember-32",0,"numeric"
"462","cv013_4_33","Spouse ID of hhmember-33",0,"numeric"
"463","cv013_4_34","Spouse ID of hhmember-34",0,"numeric"
"464","cv013_4_35","Spouse ID of hhmember-35",0,"numeric"
"465","cv014_checkpoint","Checkpoint for non-reported persons",0,"numeric"
"466","cv014_number","Number of missed members",0,"numeric"
"467","cv014aa_number","Number of Family member living elsewhere but is a major economic contributor to ",0,"numeric"
"468","cv014ab_number","Number of Children/grandchildren living elsewhere as students and supported by t",0,"numeric"
"469","cv014ac_number","Number of Rotating parents/old people ",0,"numeric"
"470","cv014ad_number","No of Servant and his/her family, living in this household and getting salary",0,"numeric"
"471","cv014a","Any other members",0,"numeric"
"472","cv014as0","None",0,"numeric"
"473","cv014as1","Family member living elsewhere",0,"numeric"
"474","cv014as2","Children/grand-children living elsewhere",0,"numeric"
"475","cv014as3","Rotating parents/older people",0,"numeric"
"476","cv014as4","Servant and his/her family, living in this household",0,"numeric"
"477","cv015","Caste or tribe",0,"numeric"
"478","cv016","Does HH head belong to SC/ST/OBC or none ",0,"numeric"
"479","cv017","Religion of the HH head",0,"numeric"
"480","cv018","Has any HH member died in last two years?",0,"numeric"
"481","cv018_number","Number of deaths in last 2 years",0,"numeric"
"482","cv021_1","Relationship of deceased person to household head",0,"numeric"
"483","cv021_2","Relationship of deceased person to household head",0,"numeric"
"484","cv021_3","Relationship of deceased person to household head",0,"numeric"
"485","cv021_4","Relationship of deceased person to household head",0,"numeric"
"486","cv022_1","Age of deceased person",0,"numeric"
"487","cv022_2","Age of deceased person",0,"numeric"
"488","cv022_3","Age of deceased person",0,"numeric"
"489","cv022_4","Age of deceased person",0,"numeric"
"490","cv023_1","Gender of deceased person",0,"numeric"
"491","cv023_2","Gender of deceased person",0,"numeric"
"492","cv023_3","Gender of deceased person",0,"numeric"
"493","cv023_4","Gender of deceased person",0,"numeric"
"494","cv024_1","Year of death",0,"numeric"
"495","cv024_2","Year of death",0,"numeric"
"496","cv024_3","Year of death",0,"numeric"
"497","cv024_4","Year of death",0,"numeric"
"498","cv025_1","Month of death",0,"numeric"
"499","cv025_2","Month of death",0,"numeric"
"500","cv025_3","Month of death",0,"numeric"
"501","cv025_4","Month of death",0,"numeric"
"502","cv026a_1","Cause of death",0,"numeric"
"503","cv026a_2","Cause of death",0,"numeric"
"504","cv026a_3","Cause of death",0,"numeric"
"505","cv026a_4","Cause of death",0,"numeric"
"506","cv026b_1","Sub-cause of death 1st person",0,"numeric"
"507","cv026b_2","Sub-cause of death 2nd person",0,"numeric"
"508","cv026b_3","Sub-cause of death 3rd person",0,"numeric"
"509","cv026b_4","Sub-cause of death 4th person",0,"numeric"
"510","cv027_1","Whether the cause of death certified by a medical professional",0,"numeric"
"511","cv027_2","Whether the cause of death certified by a medical professional",0,"numeric"
"512","cv027_3","Whether the cause of death certified by a medical professional",0,"numeric"
"513","cv027_4","Whether the cause of death certified by a medical professional",0,"numeric"
"514","cv028","Most knowledgeable HH member to answer about housing/physical environment/consum",0,"numeric"
"515","cv029","Most knowledgeable HH member to answer about income/assets-debts/insurance/finan",0,"numeric"
"516","cv031_1","Whether having Aadhar card",0,"numeric"
"517","cv031_2","Whether having Aadhar card",0,"numeric"
"518","cv031_3","Whether having Aadhar card",0,"numeric"
"519","cv031_4","Whether having Aadhar card",0,"numeric"
"520","cv031_5","Whether having Aadhar card",0,"numeric"
"521","cv031_6","Whether having Aadhar card",0,"numeric"
"522","cv031_7","Whether having Aadhar card",0,"numeric"
"523","cv031_8","Whether having Aadhar card",0,"numeric"
"524","cv031_9","Whether having Aadhar card",0,"numeric"
"525","cv031_10","Whether having Aadhar card",0,"numeric"
"526","cv031_11","Whether having Aadhar card",0,"numeric"
"527","cv031_12","Whether having Aadhar card",0,"numeric"
"528","cv031_13","Whether having Aadhar card",0,"numeric"
"529","cv031_14","Whether having Aadhar card",0,"numeric"
"530","cv031_15","Whether having Aadhar card",0,"numeric"
"531","cv031_16","Whether having Aadhar card",0,"numeric"
"532","cv031_17","Whether having Aadhar card",0,"numeric"
"533","cv031_18","Whether having Aadhar card",0,"numeric"
"534","cv031_19","Whether having Aadhar card",0,"numeric"
"535","cv031_20","Whether having Aadhar card",0,"numeric"
"536","cv031_21","Whether having Aadhar card",0,"numeric"
"537","cv031_22","Whether having Aadhar card",0,"numeric"
"538","cv031_23","Whether having Aadhar card",0,"numeric"
"539","cv031_24","Whether having Aadhar card",0,"numeric"
"540","cv031_25","Whether having Aadhar card",0,"numeric"
"541","cv031_26","Whether having Aadhar card",0,"numeric"
"542","cv031_27","Whether having Aadhar card",0,"numeric"
"543","cv031_28","Whether having Aadhar card",0,"numeric"
"544","cv031_29","Whether having Aadhar card",0,"numeric"
"545","cv031_31","Whether having Aadhar card",0,"numeric"
"546","cv031_30","Whether having Aadhar card",0,"numeric"
"547","cv031_32","Whether having Aadhar card",0,"numeric"
"548","cv031_33","Whether having Aadhar card",0,"numeric"
"549","cv031_34","Whether having Aadhar card",0,"numeric"
"550","cv031_35","Whether having Aadhar card",0,"numeric"
"551","cv032_1","Willing to show Adhar card",0,"numeric"
"552","cv032_2","Willing to show Adhar card",0,"numeric"
"553","cv032_3","Willing to show Adhar card",0,"numeric"
"554","cv032_4","Willing to show Adhar card",0,"numeric"
"555","cv032_5","Willing to show Adhar card",0,"numeric"
"556","cv032_6","Willing to show Adhar card",0,"numeric"
"557","cv032_7","Willing to show Adhar card",0,"numeric"
"558","cv032_8","Willing to show Adhar card",0,"numeric"
"559","cv032_9","Willing to show Adhar card",0,"numeric"
"560","cv032_10","Willing to show Adhar card",0,"numeric"
"561","cv032_11","Willing to show Adhar card",0,"numeric"
"562","cv032_12","Willing to show Adhar card",0,"numeric"
"563","cv032_13","Willing to show Adhar card",0,"numeric"
"564","cv032_14","Willing to show Adhar card",0,"numeric"
"565","cv032_15","Willing to show Adhar card",0,"numeric"
"566","cv032_16","Willing to show Adhar card",0,"numeric"
"567","cv032_17","Willing to show Adhar card",0,"numeric"
"568","cv032_18","Willing to show Adhar card",0,"numeric"
"569","cv032_19","Willing to show Adhar card",0,"numeric"
"570","cv032_20","Willing to show Adhar card",0,"numeric"
"571","cv032_21","Willing to show Adhar card",0,"numeric"
"572","cv032_22","Willing to show Adhar card",0,"numeric"
"573","cv032_23","Willing to show Adhar card",0,"numeric"
"574","cv032_24","Willing to show Adhar card",0,"numeric"
"575","cv032_25","Willing to show Adhar card",0,"numeric"
"576","cv032_26","Willing to show Adhar card",0,"numeric"
"577","cv032_27","Willing to show Adhar card",0,"numeric"
"578","cv032_28","Willing to show Adhar card",0,"numeric"
"579","cv032_29","Willing to show Adhar card",0,"numeric"
"580","cv032_31","Willing to show Adhar card",0,"numeric"
"581","cv032_30","Willing to show Adhar card",0,"numeric"
"582","cv032_32","Willing to show Adhar card",0,"numeric"
"583","cv032_33","Willing to show Adhar card",0,"numeric"
"584","cv032_34","Willing to show Adhar card",0,"numeric"
"585","cv032_35","Willing to show Adhar card",0,"numeric"
"586","cv033","Informant of household roster",0,"numeric"
"587","interview_date","Date of interview (year and month)",1,"character"
